code,status,rows,last_date
sz.000021,ok,1942,2025-12-31
sz.000025,ok,1942,2025-12-31
sz.000027,ok,1942,2025-12-31
sz.000028,ok,1942,2025-12-31
sz.000031,ok,1867,2025-12-31
sz.000032,ok,1930,2025-12-31
sz.000034,ok,1850,2025-12-31
sz.000039,ok,1937,2025-12-31
sz.000046,fail,0,
sz.000049,ok,1936,2025-12-31
sz.000050,ok,1942,2025-12-31
sz.000060,ok,1942,2025-12-31
sz.000061,ok,1932,2025-12-31
sz.000062,ok,1932,2025-12-31
sz.000063,ok,1902,2025-12-31
sz.000066,ok,1942,2025-12-31
sz.000069,ok,1942,2025-12-31
sz.000078,ok,1942,2025-12-31
sz.000088,ok,1926,2025-12-31
sz.000089,ok,1942,2025-12-31
sz.000090,ok,1937,2025-12-31
sz.000099,ok,1942,2025-12-31
sz.000100,ok,1941,2025-12-31
sz.000155,ok,1921,2025-12-31
sz.000156,ok,1818,2025-12-31
sz.000157,ok,1942,2025-12-31
sz.000158,ok,1933,2025-12-31
sz.000166,ok,1942,2025-12-31
sz.000301,ok,1917,2025-12-31
sz.000333,ok,1902,2025-12-31
sz.000338,ok,1942,2025-12-31
sz.000400,ok,1942,2025-12-31
sz.000401,ok,1901,2025-12-31
sz.000402,ok,1942,2025-12-31
sz.000403,ok,1928,2025-12-31
sz.000408,ok,1910,2025-12-31
sz.000413,fail,0,
sz.000415,ok,1823,2025-12-31
sz.000418,fail,0,
sz.000423,ok,1942,2025-12-31
sz.000425,ok,1919,2025-12-31
sz.000426,ok,1893,2025-12-31
sz.000429,ok,1942,2025-12-31
sz.000488,ok,1941,2025-12-31
sz.000501,ok,1942,2025-12-31
sz.000503,ok,1922,2025-12-31
sz.000513,ok,1942,2025-12-31
sz.000519,ok,1942,2025-12-31
sz.000528,ok,1921,2025-12-31
sz.000536,ok,1940,2025-12-31
sz.000537,ok,1942,2025-12-31
sz.000538,ok,1891,2025-12-31
sz.000539,ok,1942,2025-12-31
sz.000540,fail,0,
sz.000541,ok,1942,2025-12-31
sz.000543,ok,1931,2025-12-31
sz.000547,ok,1884,2025-12-31
sz.000552,ok,1931,2025-12-31
sz.000553,ok,1942,2025-12-31
sz.000559,ok,1932,2025-12-31
sz.000563,ok,1936,2025-12-31
sz.000564,ok,1799,2025-12-31
sz.000566,ok,1816,2025-12-31
sz.000568,ok,1942,2025-12-31
sz.000572,ok,1939,2025-12-31
sz.000581,ok,1942,2025-12-31
sz.000582,ok,1942,2025-12-31
sz.000587,fail,0,
sz.000591,ok,1942,2025-12-31
sz.000592,ok,1920,2025-12-31
sz.000596,ok,1942,2025-12-31
sz.000598,ok,1942,2025-12-31
sz.000600,ok,1940,2025-12-31
sz.000612,ok,1927,2025-12-31
sz.000617,ok,1942,2025-12-31
sz.000623,ok,1942,2025-12-31
sz.000625,ok,1942,2025-12-31
sz.000627,fail,0,
sz.000629,ok,1784,2025-12-31
sz.000630,ok,1932,2025-12-31
sz.000636,ok,1942,2025-12-31
sz.000651,ok,1936,2025-12-31
sz.000652,ok,1942,2025-12-31
sz.000656,ok,1930,2025-12-31
sz.000657,ok,1932,2025-12-31
sz.000661,ok,1933,2025-12-31
sz.000662,fail,0,
sz.000667,fail,0,
sz.000669,ok,1885,2025-12-31
sz.000671,fail,0,
sz.000680,ok,1942,2025-12-31
sz.000681,ok,1942,2025-12-31
sz.000683,ok,1942,2025-12-31
sz.000685,ok,1942,2025-12-31
sz.000686,ok,1942,2025-12-31
sz.000690,ok,1942,2025-12-31
sz.000703,ok,1879,2025-12-31
sz.000708,ok,1936,2025-12-31
sz.000709,ok,1942,2025-12-31
sz.000712,ok,1942,2025-12-31
sz.000717,ok,1942,2025-12-31
sz.000718,ok,1942,2025-12-31
sz.000723,ok,1857,2025-12-31
sz.000725,ok,1942,2025-12-31
sz.000727,ok,1933,2025-12-31
sz.000728,ok,1936,2025-12-31
sz.000729,ok,1942,2025-12-31
sz.000732,fail,0,
sz.000733,ok,1942,2025-12-31
sz.000738,ok,1942,2025-12-31
sz.000739,ok,1942,2025-12-31
sz.000750,ok,1936,2025-12-31
sz.000758,ok,1932,2025-12-31
sz.000761,ok,1941,2025-12-31
sz.000762,ok,1942,2025-12-31
sz.000766,ok,1824,2025-12-31
sz.000768,ok,1942,2025-12-31
sz.000776,ok,1942,2025-12-31
sz.000777,ok,1927,2025-12-31
sz.000778,ok,1942,2025-12-31
sz.000783,ok,1942,2025-12-31
sz.000785,ok,1931,2025-12-31
sz.000786,ok,1942,2025-12-31
sz.000792,ok,1628,2025-12-31
sz.000799,ok,1942,2025-12-31
sz.000800,ok,1931,2025-12-31
sz.000806,fail,0,
sz.000807,ok,1932,2025-12-31
sz.000813,ok,1940,2025-12-31
sz.000816,ok,1939,2025-12-31
sz.000818,ok,1925,2025-12-31
sz.000825,ok,1834,2025-12-31
sz.000826,ok,1918,2025-12-31
sz.000829,ok,1942,2025-12-31
sz.000830,ok,1932,2025-12-31
sz.000831,ok,1942,2025-12-31
sz.000839,ok,1940,2025-12-31
sz.000848,ok,1942,2025-12-31
sz.000858,ok,1942,2025-12-31
sz.000860,ok,1942,2025-12-31
sz.000869,ok,1942,2025-12-31
sz.000876,ok,1942,2025-12-31
sz.000877,ok,1931,2025-12-31
sz.000878,ok,1923,2025-12-31
sz.000883,ok,1942,2025-12-31
sz.000887,ok,1942,2025-12-31
sz.000893,ok,1929,2025-12-31
sz.000895,ok,1927,2025-12-31
sz.000897,ok,1940,2025-12-31
sz.000898,ok,1942,2025-12-31
sz.000921,ok,1942,2025-12-31
sz.000926,ok,1936,2025-12-31
sz.000930,ok,1852,2025-12-31
sz.000932,ok,1935,2025-12-31
sz.000933,ok,1932,2025-12-31
sz.000937,ok,1942,2025-12-31
sz.000938,ok,1937,2025-12-31
sz.000939,fail,0,
sz.000951,ok,1942,2025-12-31
sz.000958,ok,1921,2025-12-31
sz.000959,ok,1920,2025-12-31
sz.000960,ok,1942,2025-12-31
sz.000961,fail,0,
sz.000963,ok,1942,2025-12-31
sz.000967,ok,1886,2025-12-31
sz.000969,ok,1942,2025-12-31
sz.000970,ok,1936,2025-12-31
sz.000975,ok,1927,2025-12-31
sz.000977,ok,1936,2025-12-31
sz.000979,fail,0,
sz.000980,ok,1924,2025-12-31
sz.000981,ok,1873,2025-12-31
sz.000983,ok,1932,2025-12-31
sz.000987,ok,1931,2025-12-31
sz.000988,ok,1942,2025-12-31
sz.000990,ok,1942,2025-12-31
sz.000997,ok,1942,2025-12-31
sz.000998,ok,1922,2025-12-31
sz.000999,ok,1942,2025-12-31
sz.001203,ok,1131,2025-12-31
sz.001213,ok,1045,2025-12-31
sz.001221,ok,105,2025-12-31
sz.001227,ok,960,2025-12-31
sz.001286,ok,664,2025-12-31
sz.001289,ok,955,2025-12-31
sz.001389,ok,426,2025-12-31
sz.001391,ok,245,2025-12-31
sz.001696,ok,1942,2025-12-31
sz.001872,ok,1702,2025-12-31
sz.001914,ok,1931,2025-12-31
sz.001965,ok,1942,2025-12-31
sz.001979,ok,1926,2025-12-31
sz.002001,ok,1942,2025-12-31
sz.002002,fail,0,
sz.002004,ok,1896,2025-12-31
sz.002005,ok,1821,2025-12-31
sz.002007,ok,1942,2025-12-31
sz.002008,ok,1942,2025-12-31
sz.002010,ok,1932,2025-12-31
sz.002011,ok,1826,2025-12-31
sz.002013,fail,0,
sz.002018,fail,0,
sz.002019,ok,1942,2025-12-31
sz.002022,ok,1935,2025-12-31
sz.002024,ok,1925,2025-12-31
sz.002025,ok,1942,2025-12-31
sz.002027,ok,1942,2025-12-31
sz.002028,ok,1942,2025-12-31
sz.002030,ok,1942,2025-12-31
sz.002032,ok,1941,2025-12-31
sz.002038,ok,1942,2025-12-31
sz.002041,ok,1942,2025-12-31
sz.002044,ok,1942,2025-12-31
sz.002048,ok,1942,2025-12-31
sz.002049,ok,1924,2025-12-29
sz.002050,ok,1942,2025-12-31
sz.002051,ok,1824,2025-12-31
sz.002056,ok,1942,2025-12-31
sz.002063,ok,1942,2025-12-31
sz.002064,ok,1927,2025-12-31
sz.002065,ok,1932,2025-12-31
sz.002073,ok,1932,2025-12-31
sz.002074,ok,1935,2025-12-31
sz.002075,ok,1725,2025-12-31
sz.002078,ok,1942,2025-12-31
sz.002080,ok,1932,2025-12-31
sz.002081,ok,1942,2025-12-31
sz.002085,ok,1894,2025-12-31
sz.002092,ok,1930,2025-12-31
sz.002093,ok,1942,2025-12-31
sz.002106,ok,1942,2025-12-31
sz.002110,ok,1935,2025-12-31
sz.002118,fail,0,
sz.002120,ok,1942,2025-12-31
sz.002122,ok,1851,2025-12-31
sz.002123,ok,1922,2025-12-31
sz.002124,ok,1928,2025-12-31
sz.002126,ok,1942,2025-12-31
sz.002127,ok,1942,2025-12-31
sz.002128,ok,1917,2025-12-31
sz.002129,ok,1926,2025-12-31
sz.002130,ok,1926,2025-12-31
sz.002131,ok,1942,2025-12-31
sz.002138,ok,1942,2025-12-31
sz.002142,ok,1936,2025-12-31
sz.002146,ok,1932,2025-12-31
sz.002147,fail,0,
sz.002152,ok,1942,2025-12-31
sz.002153,ok,1939,2025-12-31
sz.002155,ok,1942,2025-12-31
sz.002156,ok,1942,2025-12-31
sz.002157,ok,1939,2025-12-31
sz.002174,ok,1942,2025-12-31
sz.002176,ok,1930,2025-12-31
sz.002179,ok,1942,2025-12-31
sz.002180,ok,1933,2025-12-31
sz.002183,ok,1928,2025-12-31
sz.002185,ok,1926,2025-12-31
sz.002190,ok,1940,2025-12-31
sz.002191,ok,1942,2025-12-31
sz.002192,ok,1940,2025-12-31
sz.002195,ok,1942,2025-12-31
sz.002202,ok,1936,2025-12-31
sz.002203,ok,1942,2025-12-31
sz.002212,ok,1898,2025-12-31
sz.002217,ok,1899,2025-12-31
sz.002221,ok,1934,2025-12-31
sz.002223,ok,1942,2025-12-31
sz.002230,ok,1942,2025-12-31
sz.002233,ok,1942,2025-12-31
sz.002236,ok,1940,2025-12-31
sz.002240,ok,1940,2025-12-31
sz.002241,ok,1942,2025-12-31
sz.002242,ok,1942,2025-12-31
sz.002244,ok,1942,2025-12-31
sz.002249,ok,1942,2025-12-31
sz.002250,ok,1942,2025-12-31
sz.002251,ok,1913,2025-12-31
sz.002252,ok,1733,2025-12-31
sz.002254,ok,1920,2025-12-31
sz.002261,ok,1942,2025-12-31
sz.002262,ok,1942,2025-12-31
sz.002265,ok,1931,2025-12-31
sz.002266,ok,1931,2025-12-31
sz.002268,ok,1942,2025-12-31
sz.002269,ok,1942,2025-12-31
sz.002271,ok,1942,2025-12-31
sz.002273,ok,1942,2025-12-31
sz.002276,ok,1942,2025-12-31
sz.002277,ok,1930,2025-12-31
sz.002280,fail,0,
sz.002281,ok,1942,2025-12-31
sz.002285,ok,1927,2025-12-31
sz.002292,ok,1942,2025-12-31
sz.002294,ok,1942,2025-12-31
sz.002299,ok,1942,2025-12-31
sz.002302,ok,1942,2025-12-31
sz.002304,ok,1942,2025-12-31
sz.002308,fail,0,
sz.002310,ok,1869,2025-12-31
sz.002311,ok,1942,2025-12-31
sz.002312,ok,1846,2025-12-31
sz.002317,ok,1942,2025-12-31
sz.002318,ok,1942,2025-12-31
sz.002325,fail,0,
sz.002326,ok,1942,2025-12-31
sz.002332,ok,1942,2025-12-31
sz.002335,ok,1942,2025-12-31
sz.002340,ok,1942,2025-12-31
sz.002342,ok,1934,2025-12-31
sz.002344,ok,1916,2025-12-31
sz.002345,ok,1875,2025-12-31
sz.002352,ok,1939,2025-12-31
sz.002353,ok,1942,2025-12-31
sz.002354,ok,1930,2025-12-31
sz.002358,ok,1899,2025-12-31
sz.002359,fail,0,
sz.002366,ok,1859,2025-12-31
sz.002368,ok,1942,2025-12-31
sz.002371,ok,1942,2025-12-31
sz.002372,ok,1942,2025-12-31
sz.002373,ok,1937,2025-12-31
sz.002375,ok,1942,2025-12-31
sz.002382,ok,1933,2025-12-31
sz.002384,ok,1872,2025-12-31
sz.002385,ok,1937,2025-12-31
sz.002387,ok,1909,2025-12-31
sz.002390,ok,1937,2025-12-31
sz.002392,ok,1942,2025-12-31
sz.002396,ok,1942,2025-12-31
sz.002399,ok,1942,2025-12-31
sz.002400,ok,1942,2025-12-31
sz.002402,ok,1928,2025-12-31
sz.002405,ok,1942,2025-12-31
sz.002407,ok,1942,2025-12-31
sz.002408,ok,1833,2025-12-31
sz.002409,ok,1937,2025-12-31
sz.002410,ok,1942,2025-12-31
sz.002411,fail,0,
sz.002414,ok,1942,2025-12-31
sz.002415,ok,1940,2025-12-31
sz.002416,ok,1942,2025-12-31
sz.002419,ok,1942,2025-12-31
sz.002422,ok,1942,2025-12-31
sz.002423,ok,1850,2025-12-31
sz.002424,ok,1939,2025-12-31
sz.002426,ok,1930,2025-12-31
sz.002428,ok,1942,2025-12-31
sz.002429,ok,1937,2025-12-31
sz.002430,ok,1942,2025-12-31
sz.002431,ok,1867,2025-12-31
sz.002432,ok,1942,2025-12-31
sz.002434,ok,1942,2025-12-31
sz.002436,ok,1873,2025-12-31
sz.002437,ok,1834,2025-12-31
sz.002439,ok,1937,2025-12-31
sz.002440,ok,1942,2025-12-31
sz.002444,ok,1942,2025-12-31
sz.002450,fail,0,
sz.002456,ok,1927,2025-12-31
sz.002458,ok,1922,2025-12-31
sz.002459,ok,1870,2025-12-31
sz.002460,ok,1942,2025-12-31
sz.002461,ok,1942,2025-12-31
sz.002463,ok,1942,2025-12-31
sz.002465,ok,1942,2025-12-31
sz.002466,ok,1923,2025-12-31
sz.002468,ok,1942,2025-12-31
sz.002470,ok,1906,2025-12-31
sz.002472,ok,1942,2025-12-31
sz.002475,ok,1942,2025-12-31
sz.002477,fail,0,
sz.002479,ok,1942,2025-12-31
sz.002482,ok,1938,2025-12-31
sz.002487,ok,1942,2025-12-31
sz.002489,ok,1942,2025-12-31
sz.002491,ok,1942,2025-12-31
sz.002493,ok,1942,2025-12-31
sz.002497,ok,1942,2025-12-31
sz.002500,ok,1937,2025-12-31
sz.002503,fail,0,
sz.002505,fail,0,
sz.002506,ok,1933,2025-12-31
sz.002507,ok,1885,2025-12-31
sz.002508,ok,1942,2025-12-31
sz.002509,fail,0,
sz.002511,ok,1942,2025-12-31
sz.002512,ok,1794,2025-12-31
sz.002517,ok,1906,2025-12-31
sz.002518,ok,1942,2025-12-31
sz.002531,ok,1936,2025-12-31
sz.002532,ok,1859,2025-12-31
sz.002544,ok,1942,2025-12-31
sz.002551,ok,1942,2025-12-31
sz.002555,ok,1942,2025-12-31
sz.002557,ok,1942,2025-12-31
sz.002558,ok,1907,2025-12-31
sz.002563,ok,1942,2025-12-31
sz.002568,ok,1942,2025-12-31
sz.002572,ok,1942,2025-12-31
sz.002573,ok,1861,2025-12-31
sz.002583,ok,1942,2025-12-31
sz.002588,ok,1942,2025-12-31
sz.002589,ok,1942,2025-12-31
sz.002594,ok,1942,2025-12-31
sz.002595,ok,1942,2025-12-31
sz.002600,ok,1942,2025-12-31
sz.002601,ok,1902,2025-12-31
sz.002602,ok,1840,2025-12-31
sz.002603,ok,1942,2025-12-31
sz.002607,ok,1844,2025-12-31
sz.002608,ok,1942,2025-12-31
sz.002624,ok,1932,2025-12-31
sz.002625,ok,1940,2025-12-31
sz.002635,ok,1942,2025-12-31
sz.002640,ok,1940,2025-12-31
sz.002642,ok,1935,2025-12-31
sz.002648,ok,1942,2025-12-31
sz.002653,ok,1942,2025-12-31
sz.002657,ok,1942,2025-12-31
sz.002663,ok,1932,2025-12-31
sz.002665,fail,0,
sz.002670,ok,1912,2025-12-31
sz.002672,ok,1942,2025-12-31
sz.002673,ok,1942,2025-12-31
sz.002681,ok,1940,2025-12-31
sz.002683,ok,1932,2025-12-31
sz.002690,ok,1942,2025-12-31
sz.002699,fail,0,
sz.002701,ok,1942,2025-12-31
sz.002705,ok,1942,2025-12-31
sz.002707,ok,1899,2025-12-31
sz.002709,ok,1942,2025-12-31
sz.002714,ok,1942,2025-12-31
sz.002736,ok,1932,2025-12-31
sz.002738,ok,1886,2025-12-31
sz.002739,ok,1733,2025-12-31
sz.002745,ok,1939,2025-12-31
sz.002756,ok,1942,2025-12-31
sz.002761,ok,1901,2025-12-31
sz.002773,ok,1942,2025-12-31
sz.002791,ok,1942,2025-12-31
sz.002797,ok,1942,2025-12-31
sz.002807,ok,1942,2025-12-31
sz.002812,ok,1927,2025-12-31
sz.002815,ok,1942,2025-12-31
sz.002818,ok,1942,2025-12-31
sz.002821,ok,1942,2025-12-31
sz.002831,ok,1942,2025-12-31
sz.002837,ok,1936,2025-12-31
sz.002839,ok,1942,2025-12-31
sz.002841,ok,1942,2025-12-31
sz.002850,ok,1942,2025-12-31
sz.002851,ok,1872,2025-12-31
sz.002865,ok,1942,2025-12-31
sz.002867,ok,1942,2025-12-31
sz.002901,ok,1942,2025-12-31
sz.002916,ok,1940,2025-12-31
sz.002920,ok,1942,2025-12-31
sz.002925,ok,1931,2025-12-31
sz.002926,ok,1918,2025-12-31
sz.002936,ok,1766,2025-12-31
sz.002938,ok,1767,2025-12-31
sz.002939,ok,1745,2025-12-31
sz.002941,ok,1722,2025-12-31
sz.002945,ok,1688,2025-12-31
sz.002946,ok,1682,2025-12-31
sz.002948,ok,1683,2025-12-31
sz.002957,ok,1562,2025-12-31
sz.002958,ok,1645,2025-12-31
sz.002966,ok,1557,2025-12-31
sz.002984,ok,1286,2025-12-31
sz.002985,ok,1378,2025-12-31
sz.003021,ok,1232,2025-12-31
sz.003022,ok,1230,2025-12-31
sz.003031,ok,1202,2025-12-31
sz.003035,ok,1201,2025-12-31
sz.003816,ok,1541,2025-12-31
sz.300001,ok,1942,2025-12-31
sz.300002,ok,1942,2025-12-31
sz.300003,ok,1942,2025-12-31
sz.300009,ok,1942,2025-12-31
sz.300010,ok,1907,2025-12-31
sz.300012,ok,1942,2025-12-31
sz.300014,ok,1942,2025-12-31
sz.300015,ok,1936,2025-12-31
sz.300017,ok,1942,2025-12-31
sz.300024,ok,1942,2025-12-31
sz.300026,ok,1939,2025-12-31
sz.300027,ok,1942,2025-12-31
sz.300032,ok,1856,2025-12-31
sz.300033,ok,1942,2025-12-31
sz.300037,ok,1942,2025-12-31
sz.300039,ok,1942,2025-12-31
sz.300043,ok,1942,2025-12-31
sz.300054,ok,1939,2025-12-31
sz.300055,ok,1942,2025-12-31
sz.300058,ok,1942,2025-12-31
sz.300059,ok,1942,2025-12-31
sz.300070,ok,1933,2025-12-31
sz.300072,ok,1922,2025-12-31
sz.300073,ok,1927,2025-12-31
sz.300088,ok,1927,2025-12-31
sz.300100,ok,1937,2025-12-31
sz.300113,ok,1942,2025-12-31
sz.300114,fail,0,
sz.300115,ok,1942,2025-12-31
sz.300116,fail,0,
sz.300118,ok,1877,2025-12-31
sz.300122,ok,1942,2025-12-31
sz.300124,ok,1931,2025-12-31
sz.300133,ok,1942,2025-12-31
sz.300134,ok,1884,2025-12-31
sz.300136,ok,1942,2025-12-31
sz.300140,ok,1909,2025-12-31
sz.300142,ok,1942,2025-12-31
sz.300144,ok,1942,2025-12-31
sz.300146,ok,1822,2025-12-31
sz.300147,ok,1941,2025-12-31
sz.300156,fail,0,
sz.300159,ok,1886,2025-12-31
sz.300166,ok,1942,2025-12-31
sz.300168,ok,1937,2025-12-31
sz.300180,ok,1942,2025-12-31
sz.300182,ok,1937,2025-12-31
sz.300197,ok,1785,2025-12-31
sz.300199,ok,1942,2025-12-31
sz.300202,fail,0,
sz.300207,ok,1937,2025-12-31
sz.300212,ok,1942,2025-12-31
sz.300223,ok,1921,2025-12-31
sz.300244,ok,1942,2025-12-31
sz.300251,ok,1942,2025-12-31
sz.300253,ok,1927,2025-12-31
sz.300257,ok,1942,2025-12-31
sz.300266,ok,1836,2025-12-31
sz.300271,ok,1942,2025-12-31
sz.300273,fail,0,
sz.300274,ok,1942,2025-12-31
sz.300285,ok,1937,2025-12-31
sz.300287,ok,1942,2025-12-31
sz.300291,ok,1924,2025-12-31
sz.300296,ok,1942,2025-12-31
sz.300297,fail,0,
sz.300308,ok,1942,2025-12-31
sz.300315,ok,1942,2025-12-31
sz.300316,ok,1942,2025-12-31
sz.300324,ok,1813,2025-12-31
sz.300339,ok,1924,2025-12-31
sz.300346,ok,1934,2025-12-31
sz.300347,ok,1942,2025-12-31
sz.300357,ok,1942,2025-12-31
sz.300363,ok,1926,2025-12-31
sz.300373,ok,1932,2025-12-31
sz.300376,ok,1941,2025-12-31
sz.300383,ok,1878,2025-12-31
sz.300390,ok,1939,2025-12-31
sz.300394,ok,1937,2025-12-31
sz.300395,ok,1942,2025-12-31
sz.300408,ok,1942,2025-12-31
sz.300413,ok,1931,2025-12-31
sz.300418,ok,1942,2025-12-31
sz.300432,ok,1942,2025-12-31
sz.300433,ok,1942,2025-12-31
sz.300438,ok,1938,2025-12-31
sz.300442,ok,1932,2025-12-31
sz.300450,ok,1942,2025-12-31
sz.300454,ok,1855,2025-12-31
sz.300458,ok,1942,2025-12-31
sz.300459,ok,1942,2025-12-31
sz.300463,ok,1942,2025-12-31
sz.300474,ok,1942,2025-12-31
sz.300476,ok,1942,2025-12-31
sz.300482,ok,1937,2025-12-31
sz.300487,ok,1933,2025-12-31
sz.300496,ok,1942,2025-12-31
sz.300498,ok,1942,2025-12-31
sz.300502,ok,1942,2025-12-31
sz.300529,ok,1942,2025-12-31
sz.300558,ok,1942,2025-12-31
sz.300567,ok,1942,2025-12-31
sz.300568,ok,1942,2025-12-31
sz.300570,ok,1942,2025-12-31
sz.300573,ok,1942,2025-12-31
sz.300595,ok,1942,2025-12-31
sz.300601,ok,1942,2025-12-31
sz.300604,ok,1931,2025-12-31
sz.300618,ok,1942,2025-12-31
sz.300623,ok,1942,2025-12-31
sz.300627,ok,1942,2025-12-31
sz.300628,ok,1942,2025-12-31
sz.300630,fail,0,
sz.300661,ok,1932,2025-12-31
sz.300676,ok,1942,2025-12-31
sz.300677,ok,1942,2025-12-31
sz.300679,ok,1932,2025-12-31
sz.300682,ok,1891,2025-12-31
sz.300699,ok,1942,2025-12-31
sz.300718,ok,1942,2025-12-31
sz.300724,ok,1794,2025-12-31
sz.300735,ok,1942,2025-12-31
sz.300741,ok,1905,2025-12-31
sz.300748,ok,1764,2025-12-31
sz.300751,ok,1735,2025-12-31
sz.300757,ok,1675,2025-12-31
sz.300759,ok,1681,2025-12-31
sz.300760,ok,1753,2025-12-31
sz.300763,ok,1650,2025-12-31
sz.300765,ok,1627,2025-12-31
sz.300769,ok,1632,2025-12-31
sz.300776,ok,1611,2025-12-31
sz.300782,ok,1590,2025-12-31
sz.300803,ok,1487,2025-12-31
sz.300832,ok,1372,2025-12-31
sz.300850,ok,1324,2025-12-31
sz.300857,ok,1320,2025-12-31
sz.300861,ok,1300,2025-12-31
sz.300866,ok,1300,2025-12-31
sz.300869,ok,1300,2025-12-31
sz.300888,ok,1282,2025-12-31
sz.300896,ok,1275,2025-12-31
sz.300919,ok,1219,2025-12-31
sz.300957,ok,1159,2025-12-31
sz.300972,ok,1143,2025-12-31
sz.300979,ok,1138,2025-12-31
sz.300999,ok,1268,2025-12-31
sz.301029,ok,1078,2025-12-31
sz.301165,ok,757,2025-12-31
sz.301200,ok,935,2025-12-31
sz.301236,ok,924,2025-12-31
sz.301267,ok,767,2025-12-31
sz.301269,ok,822,2025-12-31
sz.301301,ok,731,2025-12-31
sz.301308,ok,827,2025-12-31
sz.301358,ok,705,2025-12-31
sz.301498,ok,577,2025-12-31
sz.301536,ok,429,2025-12-31
sz.301611,ok,334,2025-12-31
sz.302132,ok,1932,2025-12-31
